Date,open,close,high,low,volume,money
2020/11/30,4994.11,4960.25,5055.19,4960.25,26263895000,3.96E+11
2020/12/1,4963.13,5067.1,5072.55,4963.13,20406563800,3.28E+11
2020/12/2,5072.98,5067.14,5090.61,5043.31,19543547600,3.11E+11
2020/12/3,5065.45,5057.06,5072.3,5033.79,17786574800,2.75E+11
2020/12/4,5049.52,5065.92,5072.39,5017.85,14434716700,2.58E+11
2020/12/7,5065.73,5022.24,5067.87,5014.61,13989621700,2.65E+11
2020/12/8,5029.11,5009.88,5043.06,4998.92,12307302900,2.35E+11
2020/12/9,5022.38,4942.7,5033.64,4942.52,13891696500,2.61E+11
2020/12/10,4931.29,4940.52,4962.74,4919.77,12591427000,2.30E+11
2020/12/11,4957.82,4889.63,4957.82,4849.35,15935769700,2.75E+11
2020/12/14,4903.63,4934.84,4937.26,4887.66,12080155200,2.48E+11
2020/12/15,4931.6,4945.1,4954.19,4904.79,11834263300,2.48E+11
2020/12/16,4957.3,4953.87,4968.86,4938.19,10677896800,2.30E+11
2020/12/17,4960.73,5017.48,5021.62,4950.37,13338547900,2.70E+11
2020/12/18,5014.32,4999.97,5027.44,4979.01,12804961800,2.59E+11
2020/12/21,4995.76,5046.84,5048.51,4970,14081178200,2.98E+11
2020/12/22,5034.98,4964.77,5055.13,4960.95,16234497000,3.27E+11
2020/12/23,4977.3,5007.12,5028.45,4968.15,14029281900,3.09E+11
2020/12/24,5006.01,5000.02,5033.04,4979.24,11441866700,2.47E+11
2020/12/25,4985.77,5042.01,5042.1,4973.68,12100697900,2.44E+11
2020/12/28,5042.94,5064.41,5089.34,5037.86,13691440700,2.81E+11
2020/12/29,5071.45,5042.94,5077.42,5034.31,14119866200,2.79E+11
2020/12/30,5037.98,5113.71,5113.71,5036.63,14862644800,2.97E+11
2020/12/31,5122.48,5211.29,5215.62,5122.48,17160250900,3.59E+11
2021/1/4,5212.93,5267.72,5284.43,5190.94,21171138200,4.53E+11
2021/1/5,5245.84,5368.5,5368.5,5234.38,22493115900,4.98E+11
2021/1/6,5386.51,5417.67,5433.47,5341.43,19377344400,4.44E+11
2021/1/7,5428.39,5513.66,5513.66,5413.35,21987208000,4.73E+11
2021/1/8,5526.29,5495.43,5547.47,5442.69,20432495600,4.74E+11
2021/1/11,5504.24,5441.16,5555.69,5412.5,23183598300,5.22E+11
2021/1/12,5419.5,5596.35,5596.35,5417.63,22422018600,4.86E+11
2021/1/13,5609.26,5577.97,5644.72,5535.14,26156988600,5.47E+11
2021/1/14,5556.21,5470.46,5568.02,5458.68,24368338000,5.02E+11
2021/1/15,5471.39,5458.08,5500.63,5390.27,23863743500,4.76E+11
2021/1/18,5438.16,5518.52,5541.46,5410.78,20705186900,4.23E+11
2021/1/19,5525.97,5437.52,5532.48,5415.72,21104342500,4.33E+11
2021/1/20,5439.91,5476.43,5496.05,5426.54,17091326000,3.74E+11
2021/1/21,5492.96,5564.97,5593.11,5490.56,20995019700,4.53E+11
2021/1/22,5562.38,5569.78,5573.66,5513.88,19930002000,4.57E+11
2021/1/25,5564.12,5625.92,5655.48,5543.27,19704701900,5.08E+11
2021/1/26,5600.9,5512.97,5600.9,5506,17190459000,4.15E+11
2021/1/27,5505.77,5528,5534.99,5449.64,16019084100,3.77E+11
2021/1/28,5450.37,5377.14,5462.24,5360.38,17048558500,3.76E+11
2021/1/29,5413.97,5351.96,5430.2,5288.1,18217878400,3.90E+11
2021/2/1,5356.85,5417.65,5422.3,5342.05,16631370600,3.47E+11
2021/2/2,5429.7,5501.09,5503.21,5411.52,16521056500,3.80E+11
